DBPediaURI;searchwrap_q=Gefühl&lang=de&extern=true;searchwrap_q=Gefühl&lang=de&extern=true.1;searchwrap_q=Gefühl&lang=de&extern=true.10;searchwrap_q=Gefühl&lang=de&extern=true.11;searchwrap_q=Gefühl&lang=de&extern=true.12;searchwrap_q=Gefühl&lang=de&extern=true.13;searchwrap_q=Gefühl&lang=de&extern=true.14;searchwrap_q=Gefühl&lang=de&extern=true.15;searchwrap_q=Gefühl&lang=de&extern=true.16;searchwrap_q=Gefühl&lang=de&extern=true.17;searchwrap_q=Gefühl&lang=de&extern=true.18;searchwrap_q=Gefühl&lang=de&extern=true.19;searchwrap_q=Gefühl&lang=de&extern=true.2;searchwrap_q=Gefühl&lang=de&extern=true.20;searchwrap_q=Gefühl&lang=de&extern=true.21;searchwrap_q=Gefühl&lang=de&extern=true.22;searchwrap_q=Gefühl&lang=de&extern=true.23;searchwrap_q=Gefühl&lang=de&extern=true.24;searchwrap_q=Gefühl&lang=de&extern=true.25;searchwrap_q=Gefühl&lang=de&extern=true.26;searchwrap_q=Gefühl&lang=de&extern=true.27;searchwrap_q=Gefühl&lang=de&extern=true.28;searchwrap_q=Gefühl&lang=de&extern=true.29;searchwrap_q=Gefühl&lang=de&extern=true.3;searchwrap_q=Gefühl&lang=de&extern=true.30;searchwrap_q=Gefühl&lang=de&extern=true.31;searchwrap_q=Gefühl&lang=de&extern=true.32;searchwrap_q=Gefühl&lang=de&extern=true.33;searchwrap_q=Gefühl&lang=de&extern=true.34;searchwrap_q=Gefühl&lang=de&extern=true.35;searchwrap_q=Gefühl&lang=de&extern=true.36;searchwrap_q=Gefühl&lang=de&extern=true.37;searchwrap_q=Gefühl&lang=de&extern=true.38;searchwrap_q=Gefühl&lang=de&extern=true.39;searchwrap_q=Gefühl&lang=de&extern=true.4;searchwrap_q=Gefühl&lang=de&extern=true.40;searchwrap_q=Gefühl&lang=de&extern=true.41;searchwrap_q=Gefühl&lang=de&extern=true.42;searchwrap_q=Gefühl&lang=de&extern=true.43;searchwrap_q=Gefühl&lang=de&extern=true.44;searchwrap_q=Gefühl&lang=de&extern=true.45;searchwrap_q=Gefühl&lang=de&extern=true.46;searchwrap_q=Gefühl&lang=de&extern=true.47;searchwrap_q=Gefühl&lang=de&extern=true.5;searchwrap_q=Gefühl&lang=de&extern=true.6;searchwrap_q=Gefühl&lang=de&extern=true.7;searchwrap_q=Gefühl&lang=de&extern=true.8;searchwrap_q=Gefühl&lang=de&extern=true.9
http://de.dbpedia.org/resource/World_Wide_Web;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1
http://de.dbpedia.org/resource/Burnout-Syndrom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/ICQ;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0
http://de.dbpedia.org/resource/e-mail;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0
http://de.dbpedia.org/resource/Chat;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0
http://de.dbpedia.org/resource/E-Mail;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
http://de.dbpedia.org/resource/Internet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0
http://de.dbpedia.org/resource/multimedia;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/open_source;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
http://de.dbpedia.org/resource/WIZO_(Band);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
